"id","title","icon96x96","src","_blank","appid","cat"
"XA10","Tareas programadas","/$/batch/img/icons/crontask-96x96.png","/!/batch/crontask/","0","batch.crontask","0090"
"XA20","Grupos de tareas","/$/batch/img/icons/jobsgroup-96x96.png","/!/batch/jobsgroup/","0","batch.jobsgroup","0090"
